Term	es	nes	pval	fdr	geneset_size	matched_size	genes	ledge_genes
REGULATION_OF_CELL_PROLIFERATION	0.22537284532974888	2.3031387750270005	0.22552255225522552	0.4135499458529468	308	302	SESN1;NAP1L1;NOX4;LAMB1;GHRL;PDGFA;GPX1;CD24;IGFBP7;RHOG;HCLS1;GLMN;CTBP1;BMI1;LDOC1;DHPS;PRKRA;CD164;TGFA;TBRG4;ING4;NCK2;SSR1;MATK;BTC;MDM4;MNT;S1PR2;IL27;DLG5;NOP2;DERL2;PAWR;SFTPD;SST;CDKN1C;ICOSLG;S100A11;FTH1;DNAJA2;TOB1;ABI1;KRT4;KLF10;NAMPT;FABP3;NUP62;TBX3;LAMC1;NRP1;WARS;CD28;TCFL5;BMPR2;TDGF1;CHEK1;NOTCH2;RARRES1;ETS1;MST1R;REG1A;FLT1;IL1B;TNFSF13B;FOXP3;CDK6;FRK;TNFSF13;ADAMTS8;BRCA1;FOXO4;TSC1;ADAMTS1;PTEN;CDKN2B;COL18A1;PRKRIR;CDKN2D;CLEC11A;TOB2;RERG;CHRM1;GNRH1;LST1;CDKN2A;PTN;VEGFA;FABP6;CTF1;IL12RB1;BTG3;VIP;COL4A3;CDC6;BTG4;IGF1;FGF10;ADRA2A;CNOT8;MXD4;CGREF1;CAPN1;SCG2;ALOX15B;CCDC88A;CUL3;IL31RA;SPDYA;PGF;VHL;MFN2;MYC;CDC25B;SSTR5;PRTN3;LAMA1;ERBB2;CHRNA10;BRCA2;GLP2R;TNFRSF9;SERTAD1;IL12B;CUL2;TBX5;IL8;GML;ODZ1;ATPIF1;TNFSF4;UTP20;MYO16;CUL5;FGF7;CIAO1;FABP7;IFITM1;BTG1;SLAMF1;CGRRF1;NME2;CCL14;TM4SF4;CDC123;KLF4;EMP3;LRP5;TGFBR1;CDK4;ADRA1A;CDC7;STAMBP;CUL4A;SPHK1;S1PR3;NCK1;QSOX1;CAPNS1;IL15;TP53I11;JAG2;BAP1;TGFB2;OSM;CSF1;IL11;CUL1;PTK2B;FOSL1;TIMP1;PTPRC;CTBP2;IGFBP6;HGS;CXCL10;FGFR1OP;FLT3;IL7;CCKBR;FLT4;INHA;MDM2;SSTR3;ARHGEF2;NF2;CD276;TBC1D8;ING1;CCL23;TNFSF15;MCTS1;CDCA7;VIPR1;TIMELESS;UMOD;AIF1;POU1F1;IL9;NF1;MXI1;PPM1D;TIPIN;TSPAN31;GNL3;B4GALT7;EEF1E1;IL3;SPEG;EDN1;TGFBR2;NDUFS4;CD86;CHRNA7;PDF;LIF;CDK10;IL12RB2;ACVRL1;OPRM1;EGFR;BAI1;SCIN;IL18;KAT2B;EBI3;TTK;DDX11;TGFB1I1;TNFSF12;FGFBP1;VEGFB;CDKN3;ALOX12;CSF3;IL29;GLI1;GPNMB;TNFRSF8;IL6;IL2;BNIPL;CDH13;EREG;NDN;CD33;IL21;EPGN;NME1;CDKN2C;RBBP4;GAS8;PTHLH;LYN;POU3F2;APC;CD47;DEC1;CD81;CDK2;CXCL1;KLF11;SIRPG;MAGED1;DLEC1;SSTR4;EID2;ADRA1D;ATP8A2;TBRG1;SSTR1;TSHR;TNFRSF11A;GTPBP4;FIGF;HTR1A;EGR4;ENPP7;HOXC10;SSTR2;EIF2AK2;FGF18;CXCL5;IL1A;ANG;AGGF1;ING5;MARK4;RARRES3;PDS5B;CDKN1A;BNC1;FGF4;BTG2;NPM1;IGF1R;FLT3LG;TBX2;CD3E;IL4;TCIRG1;PLG;RUNX3	SESN1;NAP1L1;NOX4;LAMB1;GHRL;PDGFA;GPX1;CD24;IGFBP7;RHOG;HCLS1;GLMN;CTBP1;BMI1;LDOC1;DHPS;PRKRA;CD164;TGFA;TBRG4;ING4;NCK2;SSR1;MATK;BTC;MDM4;MNT;S1PR2;IL27;DLG5;NOP2;DERL2;PAWR;SFTPD;SST;CDKN1C;ICOSLG;S100A11;FTH1;DNAJA2;TOB1;ABI1;KRT4;KLF10;NAMPT;FABP3;NUP62;TBX3;LAMC1;NRP1
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	0.24473848625550274	2.3014343093238887	0.3112884834663626	0.4145180711451431	94	93	SLC38A2;SLC15A4;SLC9A1;SLC7A3;SLC9A9;SLC38A4;SLC24A6;SLC7A11;SLC7A7;SLC4A4;SLC15A3;SLC7A9;SLC4A7;SLC7A10;SLC7A5;SLC26A1;SLC43A1;SLC7A1;SLC20A2;SLC17A7;SLC7A2;SLC8A1;SLC36A2;SLC26A3;SLC4A3;SLC6A12;SLC15A2;SLC6A20;SLC26A6;SLC6A15;SLC4A9;SLC12A2;SLC4A1;SLC12A4;SLC26A9;SLC6A14;SLC17A8;SLC4A8;SLC26A4;SLC6A18;SLC26A2;SLC4A5;SLC17A5;SLC32A1;SLC20A1;SLC12A6;SLC34A3;SLC1A5;SLC12A5;SLC24A4;SLC43A2;SLC17A1;SLC1A7;SLC24A3;SLC1A2;SLC8A3;SLC34A2;SLC3A1;SLC17A6;SLC24A1;SLC1A3;SLC25A10;SLC1A1;SLC24A5;SLC38A5;SLC7A6;SLC38A3;SLC24A2;SLC12A7;SLC9A2;SLC8A2;SLC9A7;SLC4A2;SLC38A1;SLC7A8;SLC12A1;SLC9A6;SLC34A1;SLC9A5;SLC6A19;SLC1A4;SLC3A2;SLC1A6;SLC36A1;SLC9A4;SLC5A8;SLC15A1;SLC5A5;SLC9A8;SLC9A3;SLC6A6;SLC16A10;SLC26A7	SLC38A2;SLC15A4;SLC9A1;SLC7A3;SLC9A9;SLC38A4;SLC24A6;SLC7A11;SLC7A7;SLC4A4;SLC15A3;SLC7A9;SLC4A7;SLC7A10;SLC7A5;SLC26A1;SLC43A1
PHOSPHOTRANSFERASE_ACTIVITY_PHOSPHATE_GROUP_AS_ACCEPTOR	0.3775334372855801	2.300600414147046	0.29912663755458513	0.41480937641654664	18	18	DTYMK;PMVK;NME5;AK1;NME6;DLG1;MPP1;MPP3;CASK;AK2;NME2;NME4;AK5;GUK1;NME1;MPP2;TJP2;DLG2	DTYMK;PMVK;NME5;AK1;NME6;DLG1
REACTOME_CHOLESTEROL_BIOSYNTHESIS	0.38208309848674793	2.2972559462430873	0.2773645058448459	0.41716709988893563	24	21	HMGCS1;LBR;PMVK;DHCR24;EBP;HSD17B7;MVD;TM7SF2;SQLE;CYP51A1;LSS;MVK;NSDHL;IDI2;SC5DL;FDFT1;FDPS;DHCR7;GGPS1;HMGCR;IDI1	HMGCS1;LBR;PMVK;DHCR24;EBP;HSD17B7
REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER	0.36676923623224905	2.2958350500065086	0.29039070749736007	0.41793375366730373	38	36	SKIL;UBE2D3;CCNC;SMURF2;WWTR1;PARP1;TRIM33;SMAD7;CCNT1;TFDP1;NCOR2;SMAD2;RPS27A;CDKN2B;TGIF2;UBA52;MYC;CDK9;SERPINE1;E2F4;CDK8;TGIF1;NCOR1;PPM1A;MEN1;JUNB;HDAC1;SKI;RBL1;UBE2D1;CCNT2;SMAD3;SP1;USP9X;SMAD4;E2F5	SKIL;UBE2D3;CCNC;SMURF2;WWTR1;PARP1;TRIM33;SMAD7
REACTOME_BIOLOGICAL_OXIDATIONS	0.23597726065006464	2.2945780767192905	0.20498915401301518	0.41859670605587435	139	136	UGDH;GGT5;GGCT;ACSM1;AHCY;ACSS1;OPLAH;PAPSS1;ALDH1A1;CYP39A1;CYP1B1;CYP1A1;CYP3A43;CYP7B1;SLC35D1;CYP2R1;CYP3A4;ADH6;BPNT1;TPMT;UGT2B4;GSTA4;CYP2A6;CYP2C18;MAT2B;CYP11B1;CYP24A1;SULT1A3;CYP2C19;UGT1A8;CYP2S1;CYP2E1;CYP8B1;CYP27B1;PTGS2;MGST1;ADH7;UGP2;CYP4B1;CYP2A13;MGST2;ADH1B;GSTM4;GLYAT;NAT1;PTGIS;UGT1A6;CYP4F3;MAOA;ACSM2B;CYP2C9;MAOB;GSTM1;SULT2B1;POMC;CYP51A1;UGT1A3;GSTO1;CYP2F1;SULT1A2;MAT1A;UGT1A7;CYP21A2;SULT1B1;CYP11B2;GSTA3;MTR;UGT2B10;SULT4A1;NNMT;CYP2J2;CYP11A1;CYP26B1;GSTA2;ACSS2;GGT1;CYP7A1;CYP2U1;CYP26A1;CYP4F8;CYP26C1;CYP3A7;PAOX;UGT2B7;SMOX;FMO1;CYP4A11;FMO3;PTGS1;SULT2A1;CYP4F12;ADH1A;GSS;SULT1A1;PAPSS2;UGT2B17;MAT2A;GCLM;CYP2C8;UGT1A9;SULT1C4;CYP2D6;SULT1E1;UGT1A1;UGT1A5;ADH1C;CYP27A1;GSTO2;GCLC;UGT1A4;CYP4F2;FMO2;CYP1A2;CYP19A1;GSTP1;SULT1C2;NAT2;CYP3A5;UGT2B11;ALDH2;CYP2W1;CYP2B6;GSTA1;CYP17A1;CYP46A1;MGST3;ADH4;COMT;TBXAS1;CNDP2;GSTM5;GSTA5;CYP4F11;GGT7;UGT2A1;UGT2B28	UGDH;GGT5;GGCT;ACSM1;AHCY;ACSS1;OPLAH;PAPSS1;ALDH1A1;CYP39A1;CYP1B1;CYP1A1;CYP3A43;CYP7B1;SLC35D1;CYP2R1;CYP3A4;ADH6;BPNT1;TPMT
KEGG_LYSINE_DEGRADATION	0.32366846726925225	2.2919939919291563	0.23197492163009403	0.41948370774621063	44	44	AASDH;ECHS1;HADHA;ALDH9A1;SETD2;AADAT;OGDHL;PLOD2;ASH1L;PLOD3;DLST;EHMT2;EHMT1;PIPOX;PLOD1;ALDH7A1;SETD7;WHSC1L1;SUV420H1;HADH;AASDHPPT;SETDB2;TMLHE;AASS;SETDB1;BBOX1;SUV420H2;SETMAR;EHHADH;OGDH;SETD1B;ACAT2;SUV39H1;GCDH;ALDH3A2;SETD8;WHSC1;DOT1L;ALDH2;ALDH1B1;SUV39H2;SETD1A;NSD1;ACAT1	AASDH;ECHS1;HADHA;ALDH9A1;SETD2;AADAT;OGDHL;PLOD2;ASH1L;PLOD3;DLST;EHMT2;EHMT1;PIPOX;PLOD1
BIOCARTA_EIF4_PATHWAY	0.36564209263962955	2.29281262605929	0.27492130115424973	0.419623469404056	24	23	PABPC1;EIF4G2;AKT1;EIF4E;RPS6KB1;EIF4A1;PTEN;EIF4G1;PIK3CA;PDK2;EIF4EBP1;MKNK1;EIF4A2;PIK3R1;PRKCA;MAPK14;PRKCB;EIF4G3;MAPK3;MAPK1;PDPK1;GHR;IRS1	PABPC1;EIF4G2;AKT1;EIF4E
TRANSFERASE_ACTIVITY_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS	0.23221620882479305	2.2922679263920713	0.2951739618406285	0.4196680461884433	424	417	MAP3K5;PDGFRB;POLE3;MAP3K11;TNK2;BCR;PI4KB;DPAGT1;TWF1;CHEK2;CSNK1E;MAP4K5;NADK;IRAK1;CHKA;DTYMK;PAPSS1;MKNK2;PMVK;RPS6KA2;CAMKK2;SMG1;MAP4K1;AKT1;TYK2;TGFA;PIK3CB;NLK;POLE;PTGES3;MAP3K6;RYK;MAPK11;SGK3;STRADA;CDK5;TK2;GSK3B;MAPK12;PCYT1A;SRPK2;MAPK9;POLR2D;TP53RK;PRKAG1;TAOK3;NME5;CKB;RPS6KA3;AKT2;NEK4;SIK1;GALK1;RNGTT;ROCK2;CSNK1A1;AK1;ERBB3;SIK2;CLK3;EPHA5;POLR3C;RIPK4;EXOSC10;PRKD1;TEP1;NRP1;LATS2;POLR3K;POLG;POLRMT;PIP4K2B;CDC42BPG;PTK6;DAPK3;PRPS1;CDKL1;PHKA1;TAOK2;PHKG2;NME6;CSNK2A1;CIT;PAK1;DLG1;BRSK2;STK3;MST1R;TLK1;REV3L;FLT1;PIM2;PKM2;CTDP1;MAPK6;TSSK4;SGMS2;POLR2J;POLA1;MAP4K3;GAK;CLK1;VRK2;FRK;CDK7;RIPK1;PRKCZ;KIT;EIF2AK1;CLK2;DGKK;TRNT1;DGUOK;CSF1R;DGKA;MPP1;IRAK3;CDC42BPA;PCYT2;MINK1;MAP3K2;GNE;DGKG;POLB;UGP2;LTK;CSNK2A2;STK16;MAP3K12;PCYT1B;CSNK1D;MAP2K6;GALK2;MPP3;ALK;SGMS1;STK10;DNTT;CRIM1;CCL4;PRKCH;NR4A3;SKAP1;TRIO;USP14;DDR2;PIK3C3;PIGF;STK17B;DUSP21;ERBB2;PRKY;PIK3CA;PLK1;PDGFRA;PIGG;PRKACG;CHUK;TLK2;MAP3K3;FGFR1;UHMK1;INSR;CDK9;TERT;CKMT2;DYRK2;CASK;STK38;TRIM27;NEK11;ETNK1;SGK1;AK2;PIK3R3;ACVR2A;GLYCTK;PIK3C2A;STK17A;WNK1;MARK2;POLR2L;LATS1;DDR1;COL4A3BP;KHK;TSSK6;NME2;SGK2;PLK4;TESK1;PDK2;PRKX;TK1;XYLB;MAPK13;PXK;PKLR;MAP4K2;SRPK1;N4BP2;DMPK;COASY;TGFBR1;ZAK;PDGFRL;RPS6KA5;LMTK2;TNIK;TAF1;PIK3CG;SPHK1;EFNA3;MAP3K8;TRIB1;PRPS2;PBK;NME4;POLR3G;MKNK1;MAPK10;IPPK;MED21;TIE1;IGF2R;VRK1;POLQ;PTK2B;OXSR1;PLK3;AK5;POLD1;DGKQ;CDC42BPB;WNK3;NUAK2;FLT3;FLT4;PNKP;HUNK;PI4K2A;CKM;NEK2;ACVR1C;CSNK1G2;ARSG;PFKM;POLD4;NEK6;EIF2AK3;ACVR1B;PRIM1;POLE4;PGK2;RIPK2;POLE2;ITK;GUK1;PHKA2;DGKI;THG1L;DKC1;GCK;EPHB2;MVK;PDK4;BCKDK;POLR3H;MAPK14;PFKFB1;PRKCB;TSSK2;CDS1;XRCC6BP1;STK4;TGFBR2;RPS6KC1;PDK1;PRKCI;MAPKAPK5;CDK10;PDXK;PAK2;MAPK8;NTRK1;PRKACB;TESK2;ACVRL1;EGFR;CKMT1A;DGKD;CRKL;MAPK1;ERN1;KDR;TTN;CEPT1;TTK;UAP1;POLR2E;PRKCG;ADK;ACVR1;PDPK1;MAP3K10;PAPSS2;NMNAT1;BRDT;RPS6KB2;MYLK;DCK;PINK1;PTK7;MAP4K4;MAPK7;PI4KA;LIMK2;ULK1;MAST1;MAPK15;MAP2K7;DGKE;PRKD3;PIM1;DGKZ;EPGN;POLG2;NME1;ACVR2B;RPS6KA1;GTF2H1;ITPKB;TSSK3;IRAK2;MAP2K1;LYN;ATM;TXK;BRSK1;MERTK;TRIB2;RIPK3;HK2;PFKL;POLI;STK19;STK36;MAP3K7;STK38L;PRKAG3;ROCK1;CPNE3;POLR2I;MAP2K3;PRIM2;HK1;CDK2;MAPKAPK3;ILK;EFNA4;ROR1;MAPK4;CDK3;PDK3;CHPT1;TYRO3;ROR2;LIMK1;PRKCE;SNRK;STRADB;PFKP;PGK1;AXL;CSNK2B;MPP2;CCL2;KALRN;POLH;WNK2;PGS1;TAF1L;NRP2;POLR1C;BRD2;EIF2AK2;FGFR4;TJP2;PIK3R2;DLG2;EIF2AK4;FXN;TEK;CMPK1;MAP3K4;WNK4;ITPKA;HIPK3;MARK4;DAPK2;CDK5R1;DYRK1A;ERN2;MARK1;CERK;EFNB3;IKBKE;MAPKAPK2;IGF1R;EPHB6;PFKFB2;MET;MAP3K13;MUSK;ERBB4;STK11;MAP3K9	MAP3K5;PDGFRB;POLE3;MAP3K11;TNK2;BCR;PI4KB;DPAGT1;TWF1;CHEK2;CSNK1E;MAP4K5;NADK;IRAK1;CHKA;DTYMK;PAPSS1;MKNK2;PMVK;RPS6KA2;CAMKK2;SMG1;MAP4K1;AKT1;TYK2;TGFA;PIK3CB;NLK;POLE;PTGES3;MAP3K6;RYK;MAPK11;SGK3;STRADA;CDK5;TK2;GSK3B;MAPK12;PCYT1A;SRPK2;MAPK9;POLR2D;TP53RK;PRKAG1;TAOK3;NME5;CKB;RPS6KA3;AKT2;NEK4;SIK1;GALK1;RNGTT;ROCK2;CSNK1A1;AK1;ERBB3;SIK2;CLK3;EPHA5;POLR3C;RIPK4;EXOSC10;PRKD1;TEP1;NRP1;LATS2;POLR3K;POLG;POLRMT;PIP4K2B;CDC42BPG;PTK6;DAPK3;PRPS1;CDKL1;PHKA1;TAOK2;PHKG2;NME6;CSNK2A1;CIT;PAK1;DLG1;BRSK2;STK3;MST1R;TLK1;REV3L;FLT1;PIM2;PKM2;CTDP1;MAPK6;TSSK4;SGMS2;POLR2J;POLA1;MAP4K3;GAK;CLK1
BIOCARTA_HIVNEF_PATHWAY	0.29028931359360766	2.2884289842397494	0.29912663755458513	0.42173860513014166	58	56	MAP3K5;ARHGDIB;NFKBIA;TNFRSF1A;PRKDC;NUMA1;PARP1;PTK2;LMNB2;DFFA;BCL2;ACTG1;CASP8;CASP9;FASLG;RELA;RIPK1;CASP3;BIRC3;CASP6;NFKB1;TRAF2;BAG4;CHUK;TRADD;BID;BIRC2;DAXX;CYCS;APAF1;GSN;MDM2;PSEN1;SPTAN1;PSEN2;PRKCD;XIAP;MAP3K14;FAS;PAK2;MAPK8;CASP2;MAP2K7;CASP7;DFFB;CFLAR;TRAF1;FADD;LMNA;LMNB1;CRADD;RB1;TNFRSF1B;RASA1;TNF;MAP3K1	MAP3K5;ARHGDIB;NFKBIA;TNFRSF1A;PRKDC;NUMA1;PARP1;PTK2;LMNB2;DFFA;BCL2;ACTG1
LEUKOCYTE_ACTIVATION	0.26908714053530053	2.288845179698113	0.22732123799359658	0.42182558561776173	69	68	CADM1;SLA2;CD24;GLMN;TPD52;NCK2;IL27;SFTPD;ICOSLG;HDAC7;CLEC7A;SART1;IL12A;CD28;LAT2;THY1;INHBA;NLRC3;FOXP3;TNFSF13;TLR4;CD2;LCK;NHEJ1;LST1;HDAC4;HDAC9;IL12B;IL8;HDAC5;CRTAM;PREX1;PRG3;TGFB1;CD4;NCK1;JAG2;SPINK5;SIT1;PTPRC;ELF4;IL7;SPACA3;INHA;CD276;LAX1;IL18;CD79A;AZU1;EBI3;CD3D;IL2;CEBPG;CD40LG;IL21;ZAP70;CD47;INS;SIRPG;HELLS;LAT;CD7;SOCS5;CX3CL1;NFAM1;CD1D;CD3E;IL4	CADM1;SLA2;CD24;GLMN;TPD52;NCK2;IL27;SFTPD;ICOSLG;HDAC7;CLEC7A;SART1;IL12A;CD28;LAT2;THY1;INHBA;NLRC3;FOXP3;TNFSF13;TLR4;CD2;LCK;NHEJ1
T_CELL_ACTIVATION	0.3167389477936596	2.2852958062471798	0.24578059071729957	0.42398243764083204	44	44	CADM1;SLA2;CD24;GLMN;NCK2;IL27;SFTPD;ICOSLG;CLEC7A;SART1;CD28;THY1;NLRC3;FOXP3;CD2;LCK;NHEJ1;IL12B;CRTAM;CD4;NCK1;JAG2;SPINK5;SIT1;PTPRC;ELF4;IL7;CD276;LAX1;IL18;EBI3;CD3D;IL2;IL21;ZAP70;CD47;INS;SIRPG;LAT;CD7;SOCS5;CD1D;CD3E;IL4	CADM1;SLA2;CD24;GLMN;NCK2;IL27;SFTPD;ICOSLG;CLEC7A;SART1
NUCLEAR_CHROMOSOME_PART	0.3145162646405777	2.2846368484516617	0.280343716433942	0.4241506990561078	34	33	RPA2;RPA3;ACD;H2AFY;PAM;PURB;POLA1;CBX5;CBX1;RCC1;MCM7;NUFIP1;PURA;ERCC1;ERCC4;NPM2;STAG3;H1FNT;RPA4;PIF1;H2AFY2;MCM3;TIMELESS;ATRX;TIPIN;UBE2I;REPIN1;SYCE2;FOXC1;ZMIZ2;RPA1;KLHDC3;SYCE1	RPA2;RPA3;ACD;H2AFY;PAM;PURB;POLA1;CBX5;CBX1;RCC1
REGULATION_OF_MEMBRANE_POTENTIAL	0.39277123110308276	2.2820506907020515	0.2916666666666667	0.4255841973667394	15	15	BCL2L1;BNIP3;IFI6;BCL2;KCNMB3;BAK1;CHRNA1;NDUFS1;SOD1;KCNMB4;GLRA1;KCNMB2;BAX;AIFM3;GRK1	BCL2L1;BNIP3;IFI6;BCL2;KCNMB3;BAK1;CHRNA1;NDUFS1;SOD1
INTEGRIN_BINDING	0.3300873233175421	2.2814570357333133	0.26567481402763016	0.4256757950609654	30	30	VWF;ICAM3;ICAM2;FBLN5;ERBB2IP;COL16A1;ADAM11;ADAM2;THY1;EDIL3;ADAMTS8;ACTN1;ADAM23;EGFL6;COL4A3;ACTN4;ADAM9;DST;TNXB;ADAMTS13;SYK;DMP1;ECM2;ICAM4;ANGPTL3;ACTN3;TGFBI;ADAMTS5;FCER2;ACTN2	VWF;ICAM3;ICAM2;FBLN5;ERBB2IP;COL16A1;ADAM11;ADAM2;THY1;EDIL3;ADAMTS8;ACTN1;ADAM23
REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	0.2743559981135531	2.2823965840902187	0.30386740331491713	0.42569779101890826	83	77	IRAK1;NFKBIA;TLR6;PPP2CB;UBE2N;RPS6KA2;DUSP3;PPP2CA;DUSP4;MAPK11;SIGIRR;MAPK9;RPS6KA3;HMGB1;APP;ECSIT;CREB1;TMEM189-UBE2V1;BTK;DUSP6;AGER;RELA;RPS27A;TLR4;IRAK3;ELK1;MEF2C;UBA52;JUN;MAP2K6;PPP2R1A;CHUK;S100B;PELI2;ATF1;NFKBIB;S100A12;PPP2R1B;RPS6KA5;FOS;TLR1;MAPK10;LY96;NOD2;RIPK2;MAP2K2;SAA1;MAPK14;TIRAP;MAPK3;MAPK8;MAPK1;TRAF6;PPP2R5D;NOD1;MAPK7;MAP2K7;TLR2;DUSP7;RPS6KA1;IRAK2;MAP2K1;PELI1;MAP2K4;ATF2;IRAK4;MAP3K7;MAP2K3;MAPKAPK3;MEF2A;IKBKB;PELI3;MYD88;NFKB2;MAPKAPK2;IKBKG;MAP3K1	IRAK1;NFKBIA;TLR6;PPP2CB;UBE2N;RPS6KA2;DUSP3;PPP2CA;DUSP4;MAPK11;SIGIRR;MAPK9;RPS6KA3;HMGB1;APP;ECSIT;CREB1;TMEM189-UBE2V1;BTK;DUSP6;AGER;RELA;RPS27A;TLR4;IRAK3;ELK1;MEF2C;UBA52;JUN
RESPONSE_TO_NUTRIENT	0.37622879934661735	2.2785865818557545	0.273784355179704	0.42773609811055796	17	17	ENSA;STC1;TULP4;SST;GIPR;CHMP1A;CDKN2B;CDKN2D;STC2;CCKAR;ENPP1;PPARG;GNAI2;SSTR1;SSTR2;GCGR;OGT	ENSA;STC1;TULP4;SST;GIPR;CHMP1A
GUANYL_NUCLEOTIDE_BINDING	0.2808375828041471	2.2771521212796046	0.29244249726177435	0.42856839000969965	47	47	ARF6;GTPBP6;RND3;TRIM23;GEM;RHEB;ARL8A;SEPHS1;EEF1A1;ARL8B;RRAGC;RAN;NMUR2;GBP1;ARFIP2;RIT1;RERG;RALB;GTPBP1;TGM3;SEPT6;NCF1;MX1;ARF3;RRAGB;TPX2;GBP2;RIT2;ARHGEF5;HBS1L;GNL3;DRG2;RRAGA;RHOH;CLP1;ARL3;GNL1;RAP2B;NME1;EIF2B2;RHOB;RALA;RAB26;SEPT7;GTPBP4;SCG5;RAB22A	ARF6;GTPBP6;RND3;TRIM23;GEM;RHEB;ARL8A;SEPHS1;EEF1A1;ARL8B;RRAGC;RAN;NMUR2;GBP1
BIOCARTA_PYK2_PATHWAY	0.3276724429291073	2.2744370597264965	0.26360725720384204	0.4304619771153984	31	28	RAC1;GRB2;GNAQ;SHC1;CALM2;HRAS;SOS1;PAK1;BCAR1;JUN;RAF1;SRC;PTK2B;PLCG1;MAP2K2;PRKCA;MAPK14;PRKCB;MAPK3;MAPK8;CRKL;MAPK1;CALM3;MAP2K1;MAP2K4;MAP2K3;CALM1;MAP3K1	RAC1;GRB2;GNAQ;SHC1;CALM2;HRAS;SOS1;PAK1;BCAR1
BIOCARTA_NOS1_PATHWAY	0.3469707852327655	2.2738823217499826	0.318232044198895	0.4305202968064053	24	20	PPP3CA;PRKAR2A;CALM2;GRIN2B;PPP3CB;DLG4;PRKACG;GRIN2A;PRKAR1A;NOS1;PRKCA;PRKCB;PPP3CC;PRKACB;CALM3;GRIN1;GRIN2D;PRKAR2B;GRIN2C;CALM1	PPP3CA;PRKAR2A;CALM2;GRIN2B;PPP3CB
REACTOME_NEGATIVE_REGULATORS_OF_RIG_I_MDA5_SIGNALING	0.3311322027604711	2.271807098964061	0.28293736501079914	0.43141675783696115	31	29	UBE2D3;TAX1BP1;OTUD5;IFIH1;UBE2L6;ATG5;PIN1;RPS27A;UBA52;UBA7;TRIM25;TBK1;ATG12;PCBP2;RNF135;RNF125;CYLD;UBE2D2;ISG15;DDX58;TRAF3;HERC5;IRF3;TNFAIP3;NLRC5;UBE2D1;NLRX1;UBE2K;IKBKE	UBE2D3;TAX1BP1;OTUD5;IFIH1;UBE2L6;ATG5;PIN1
INNATE_IMMUNE_RESPONSE	0.33464861333390006	2.2719287709455296	0.32483370288248337	0.4317229940054685	23	23	CADM1;SFTPD;DEFB127;IL12A;COLEC12;APOA4;BCL10;NCR1;IL12B;TLR8;CRTAM;APOBEC3F;PYDC1;DEFB1;APOBEC3G;DEFB118;IFNK;MBL2;DMBT1;CEBPG;EREG;KRT1;CD1D	CADM1;SFTPD;DEFB127;IL12A;COLEC12;APOA4
G_PROTEIN_COUPLED_RECEPTOR_BINDING	0.29361667187517254	2.269403043760485	0.2772384034519957	0.43310179328475246	54	54	CXCL14;CCL3;GHRL;C5;RTP1;CXCL11;CCL19;CCL5;CCL22;CCL28;SLC9A3R1;CCL11;CXCL12;CXCL2;CCL20;CXCL13;CCL21;REEP1;CCL25;CCL4;CCL8;IL8;CXCL6;CCL16;CXCL16;RTP2;CORT;PROK2;CCR2;CXCL3;CKLF;CXCL10;XCL1;CCL15;CCL27;CCL18;CCL23;CCL1;SAA1;PF4;XCL2;CALCA;CCL17;CXCL1;CCL26;CCL13;CCL24;CCL2;GHRH;CXCL5;CCL7;CXCL9;PSMC5;CX3CL1	CXCL14;CCL3;GHRL;C5;RTP1;CXCL11;CCL19;CCL5;CCL22
KEGG_INOSITOL_PHOSPHATE_METABOLISM	0.2871032624285578	2.268549623105171	0.3172338090010977	0.43344411955706746	54	53	PI4KB;IMPA1;CDIPT;PLCB2;ALDH6A1;PIK3CB;PIK3C2G;PIP4K2B;PIK3C2B;PTEN;PLCE1;PLCZ1;MIOX;ISYNA1;PLCB4;INPP4B;PIP4K2A;PLCD3;PIK3C3;PIK3CA;PIK3C2A;IPMK;PLCD1;PIP5K1A;PIK3CG;INPP5K;TPI1;IPPK;PIP4K2C;PLCD4;SYNJ1;PLCG1;INPP5B;PLCB3;PLCB1;INPP1;INPP5A;INPP4A;PI4KA;PIK3CD;PIP5K1C;MINPP1;OCRL;ITPKB;PIP5K1B;ITPK1;INPP5J;INPP5E;INPPL1;PLCG2;ITPKA;SYNJ2;IMPA2	PI4KB;IMPA1;CDIPT;PLCB2;ALDH6A1;PIK3CB;PIK3C2G
NEGATIVE_REGULATION_OF_TRANSLATION	0.3344814031141584	2.267117961639433	0.3270718232044199	0.4342380728999372	23	22	GHRL;SIGIRR;SFTPD;APBB1;INHBA;FOXP3;TSC1;EIF2AK1;PAIP2B;PAIP2;FURIN;PRG3;IL10;NLRP12;INHA;EIF2AK3;GHSR;INHBB;IL6;EIF4A3;NDUFA13;BCL3	GHRL;SIGIRR;SFTPD;APBB1;INHBA;FOXP3;TSC1;EIF2AK1
